commit_id,author_id,author_experience_years,commit_date,files_modified,lines_added,lines_deleted,modules_affected_count,modules_affected,code_churn_ratio,is_hotspot_module,historical_bug_frequency,regression_time_hours,failure_probability_true,test_failed,test_fail_count
commit_000870,author_38,7.44,2024-12-06 12:00:00,43,422,1537,10,"SPI_Interface,Data_Path,Control_Unit,UART_Controller,GPIO_Controller,Clock_Domain,Cache_L1,Interconnect,ALU,Memory_Controller",0.2815,1,28,11.82,1.0,1,5
commit_000871,author_30,2.82,2024-03-29 07:00:00,8,2314,1271,8,"UART_Controller,Interconnect,Clock_Domain,Memory_Controller,Cache_L2,Control_Unit,I2C_Interface,AHB_Controller",0.4176,1,30,12.18,1.0,1,4
commit_000872,author_36,14.78,2024-09-09 03:00:00,29,332,2057,5,"Reset_Logic,Memory_Controller,I2C_Interface,Data_Path,Clock_Domain",0.3233,1,16,9.73,0.7761,1,3
commit_000873,author_37,7.21,2024-07-16 16:00:00,26,764,734,15,"AHB_Controller,Interconnect,Cache_L1,Memory_Controller,Register_File,ALU,SPI_Interface,I2C_Interface,GPIO_Controller,Cache_L2,Reset_Logic,UART_Controller,Control_Unit,Clock_Domain,Data_Path",0.2305,1,52,13.81,1.0,1,2
commit_000874,author_20,18.77,2024-07-12 12:00:00,36,2299,2566,9,"Cache_L2,Cache_L1,UART_Controller,Control_Unit,AHB_Controller,Memory_Controller,Interconnect,Register_File,SPI_Interface",0.4932,1,35,13.43,1.0,1,5
commit_000875,author_27,6.19,2024-11-24 11:00:00,8,1026,96,3,"I2C_Interface,ALU,Reset_Logic",0.1833,0,3,7.33,0.275,0,0
commit_000876,author_22,13.57,2024-09-14 13:00:00,33,3986,646,14,"Control_Unit,Clock_Domain,UART_Controller,I2C_Interface,Cache_L1,SPI_Interface,Interconnect,Reset_Logic,Data_Path,Cache_L2,Register_File,Memory_Controller,GPIO_Controller,ALU",0.4809,1,33,15.81,1.0,1,3
commit_000877,author_40,4.19,2024-10-06 15:00:00,35,4352,2973,2,"Data_Path,Cache_L2",0.5943,0,12,10.94,0.5909,0,0
commit_000878,author_22,12.56,2024-02-01 06:00:00,40,4257,1700,8,"SPI_Interface,Control_Unit,UART_Controller,ALU,Reset_Logic,Memory_Controller,Cache_L1,AHB_Controller",0.5437,1,33,13.44,1.0,1,2
commit_000879,author_50,5.46,2024-07-29 20:00:00,44,497,1553,9,"Interconnect,SPI_Interface,Memory_Controller,Clock_Domain,Reset_Logic,GPIO_Controller,Cache_L2,AHB_Controller,ALU",0.2908,1,32,11.41,1.0,1,1
commit_000880,author_49,8.63,2024-11-20 20:00:00,9,1453,411,2,"Interconnect,AHB_Controller",0.2716,1,5,7.72,0.4262,1,3
commit_000881,author_35,5.87,2024-05-02 16:00:00,16,2235,2560,9,"AHB_Controller,ALU,GPIO_Controller,Cache_L2,UART_Controller,I2C_Interface,Control_Unit,Memory_Controller,Data_Path",0.4895,1,35,13.4,1.0,1,6
commit_000882,author_21,6.93,2024-10-01 07:00:00,37,4599,358,12,"I2C_Interface,AHB_Controller,Control_Unit,Clock_Domain,Register_File,Data_Path,Cache_L1,Reset_Logic,UART_Controller,ALU,Interconnect,Cache_L2",0.4978,1,51,14.98,1.0,1,5
commit_000883,author_8,1.5,2024-03-08 19:00:00,15,4206,779,4,"Interconnect,Cache_L1,ALU,Clock_Domain",0.4992,1,27,10.99,1.0,1,6
commit_000884,author_50,1.84,2024-03-02 04:00:00,10,208,2863,1,Cache_L1,0.3805,0,3,8.3,0.3049,0,0
commit_000885,author_27,6.82,2024-04-25 12:00:00,33,2190,2984,1,AHB_Controller,0.5086,1,6,9.59,0.4966,0,0
commit_000886,author_21,9.05,2024-05-03 21:00:00,19,1833,1494,5,"AHB_Controller,UART_Controller,Reset_Logic,ALU,Data_Path",0.3995,1,13,10.5,0.6656,1,1
commit_000887,author_10,12.4,2024-10-08 19:00:00,12,481,2639,12,"Reset_Logic,Register_File,ALU,Data_Path,Memory_Controller,AHB_Controller,Cache_L2,Interconnect,UART_Controller,GPIO_Controller,Clock_Domain,SPI_Interface",0.3842,1,26,13.84,1.0,1,1
commit_000888,author_49,7.83,2024-12-10 08:00:00,36,4286,670,8,"Data_Path,Memory_Controller,ALU,AHB_Controller,Register_File,Control_Unit,Interconnect,Reset_Logic",0.4978,1,43,12.98,1.0,1,3
commit_000889,author_2,3.29,2024-10-05 04:00:00,39,3604,1488,9,"SPI_Interface,Cache_L2,AHB_Controller,ALU,Interconnect,I2C_Interface,Memory_Controller,Clock_Domain,Data_Path",0.5046,1,33,13.55,1.0,1,1
commit_000890,author_9,9.32,2024-07-26 22:00:00,1,2172,2675,13,"I2C_Interface,Data_Path,Control_Unit,Memory_Controller,SPI_Interface,Interconnect,Cache_L2,Cache_L1,GPIO_Controller,ALU,UART_Controller,Register_File,Clock_Domain",0.4922,1,46,15.42,1.0,1,2
commit_000891,author_36,12.19,2024-11-04 09:00:00,10,2692,1605,1,AHB_Controller,0.4622,1,7,9.12,0.5813,1,7
commit_000892,author_30,11.32,2024-07-16 11:00:00,1,4484,1345,5,"SPI_Interface,Cache_L1,AHB_Controller,GPIO_Controller,Control_Unit",0.5383,1,17,11.88,0.9233,1,2
commit_000893,author_17,1.57,2024-09-16 12:00:00,8,3916,1344,14,"Register_File,Clock_Domain,SPI_Interface,Cache_L2,I2C_Interface,Interconnect,ALU,AHB_Controller,Memory_Controller,Reset_Logic,GPIO_Controller,Control_Unit,Data_Path,UART_Controller",0.5127,1,41,16.13,1.0,1,3
commit_000894,author_8,0.0,2024-04-05 08:00:00,41,4763,1492,10,"UART_Controller,Interconnect,ALU,Data_Path,Cache_L2,I2C_Interface,Clock_Domain,Register_File,Control_Unit,Cache_L1",0.5558,1,32,14.56,1.0,1,5
commit_000895,author_49,11.32,2024-11-05 01:00:00,41,2127,2260,7,"ALU,Cache_L2,SPI_Interface,Register_File,UART_Controller,Clock_Domain,Control_Unit",0.4673,0,21,12.17,0.7976,0,0
commit_000896,author_22,9.31,2024-01-11 20:00:00,29,4650,1637,5,"Reset_Logic,UART_Controller,Cache_L1,SPI_Interface,AHB_Controller",0.557,1,16,12.07,0.8681,1,3
commit_000897,author_1,0.0,2024-01-07 12:00:00,41,2153,342,8,"SPI_Interface,Cache_L1,Data_Path,Interconnect,Control_Unit,GPIO_Controller,UART_Controller,Memory_Controller",0.3329,1,28,11.33,1.0,1,7
commit_000898,author_42,0.0,2024-02-22 22:00:00,5,1884,2462,11,"Interconnect,AHB_Controller,SPI_Interface,Control_Unit,GPIO_Controller,Memory_Controller,Register_File,Data_Path,UART_Controller,ALU,Cache_L1",0.465,1,39,14.15,1.0,1,2
commit_000899,author_50,2.83,2024-01-06 18:00:00,40,4028,923,9,"Memory_Controller,Control_Unit,Register_File,Cache_L2,Clock_Domain,AHB_Controller,UART_Controller,I2C_Interface,Data_Path",0.4975,1,37,13.48,1.0,1,1
commit_000900,author_46,20.0,2024-09-01 06:00:00,47,1891,739,3,"Cache_L2,Memory_Controller,I2C_Interface",0.3447,1,6,8.95,0.5015,0,0
commit_000901,author_46,1.79,2024-05-30 23:00:00,16,1407,1460,11,"Cache_L2,Control_Unit,Register_File,AHB_Controller,ALU,Clock_Domain,Reset_Logic,UART_Controller,Memory_Controller,GPIO_Controller,Interconnect",0.3644,1,41,13.14,1.0,1,7
commit_000902,author_18,8.88,2024-12-07 13:00:00,41,4237,1923,8,"Control_Unit,Cache_L1,Interconnect,Cache_L2,SPI_Interface,I2C_Interface,Clock_Domain,Memory_Controller",0.552,1,44,13.52,1.0,1,4
commit_000903,author_48,8.1,2024-02-14 09:00:00,19,76,1462,14,"Cache_L1,ALU,I2C_Interface,Cache_L2,Interconnect,Clock_Domain,UART_Controller,AHB_Controller,Register_File,Data_Path,GPIO_Controller,Reset_Logic,SPI_Interface,Memory_Controller",0.2352,1,38,13.35,1.0,1,3
commit_000904,author_28,16.34,2024-02-05 09:00:00,15,1274,2723,15,"Clock_Domain,Register_File,Data_Path,GPIO_Controller,ALU,Memory_Controller,Interconnect,Control_Unit,Cache_L2,Cache_L1,SPI_Interface,AHB_Controller,Reset_Logic,UART_Controller,I2C_Interface",0.4443,1,48,15.94,1.0,1,7
commit_000905,author_27,10.95,2024-12-29 11:00:00,38,2695,2489,3,"Control_Unit,Register_File,AHB_Controller",0.509,1,12,10.59,0.6147,1,3
commit_000906,author_22,6.33,2024-02-25 20:00:00,16,3058,43,11,"Reset_Logic,I2C_Interface,GPIO_Controller,AHB_Controller,Cache_L2,Data_Path,Memory_Controller,SPI_Interface,Interconnect,Clock_Domain,Cache_L1",0.3828,1,36,13.33,1.0,1,1
commit_000907,author_41,0.0,2024-03-07 00:00:00,29,2523,603,5,"AHB_Controller,Control_Unit,Data_Path,Reset_Logic,I2C_Interface",0.3847,1,12,10.35,0.7941,0,0
commit_000908,author_22,0.0,2024-06-19 22:00:00,40,3554,810,3,"Cache_L2,Memory_Controller,Control_Unit",0.466,1,9,10.16,0.7209,1,5
commit_000909,author_22,16.88,2024-02-07 03:00:00,5,577,1542,3,"Clock_Domain,Register_File,Interconnect",0.2977,1,12,8.48,0.6013,0,0
commit_000910,author_5,0.0,2024-10-26 08:00:00,42,2065,1797,7,"GPIO_Controller,Memory_Controller,SPI_Interface,Control_Unit,I2C_Interface,Clock_Domain,Reset_Logic",0.4358,1,16,11.86,0.8259,0,0
commit_000911,author_3,3.2,2024-09-14 15:00:00,3,23,90,4,"Register_File,Clock_Domain,UART_Controller,Memory_Controller",0.0221,1,12,6.22,0.6351,0,0
commit_000912,author_4,6.99,2024-10-28 16:00:00,46,997,1013,6,"AHB_Controller,ALU,I2C_Interface,SPI_Interface,Data_Path,Memory_Controller",0.2867,1,18,9.87,0.8798,1,5
commit_000913,author_4,12.93,2024-02-05 15:00:00,24,3993,1817,6,"ALU,Clock_Domain,Data_Path,GPIO_Controller,Memory_Controller,I2C_Interface",0.5375,1,20,12.37,0.9623,1,7
commit_000914,author_15,3.49,2024-01-08 05:00:00,3,1879,552,12,"Control_Unit,Data_Path,Reset_Logic,Clock_Domain,I2C_Interface,SPI_Interface,Memory_Controller,Register_File,GPIO_Controller,UART_Controller,AHB_Controller,Cache_L2",0.3271,1,42,13.27,1.0,1,1
commit_000915,author_38,7.01,2024-05-11 09:00:00,24,4961,2256,9,"Memory_Controller,Reset_Logic,AHB_Controller,I2C_Interface,Clock_Domain,UART_Controller,Cache_L2,Cache_L1,Register_File",0.5907,1,24,14.41,1.0,1,2
commit_000916,author_23,11.71,2024-10-14 09:00:00,3,1507,1250,9,"Control_Unit,UART_Controller,I2C_Interface,Reset_Logic,Cache_L1,Cache_L2,SPI_Interface,AHB_Controller,Clock_Domain",0.3554,1,25,12.05,1.0,1,4
commit_000917,author_38,9.06,2024-10-24 12:00:00,4,3786,719,9,"Interconnect,SPI_Interface,GPIO_Controller,Register_File,ALU,I2C_Interface,Reset_Logic,Cache_L1,Memory_Controller",0.474,1,35,13.24,1.0,1,3
commit_000918,author_39,7.6,2024-08-22 02:00:00,30,4429,2765,11,"ALU,Register_File,AHB_Controller,Interconnect,I2C_Interface,Cache_L1,GPIO_Controller,Cache_L2,Reset_Logic,Data_Path,UART_Controller",0.59,1,40,15.4,1.0,1,4
commit_000919,author_13,0.0,2024-05-16 18:00:00,35,4872,1817,12,"SPI_Interface,Cache_L2,GPIO_Controller,Memory_Controller,Register_File,Clock_Domain,Control_Unit,Interconnect,ALU,Reset_Logic,Cache_L1,Data_Path",0.5722,1,42,15.72,1.0,1,5
commit_000920,author_27,8.03,2024-08-12 08:00:00,40,2522,357,2,"Cache_L1,Memory_Controller",0.3654,1,7,8.65,0.5364,1,4
commit_000921,author_3,5.76,2024-12-04 13:00:00,4,1060,1612,6,"Cache_L2,AHB_Controller,SPI_Interface,Reset_Logic,UART_Controller,Control_Unit",0.3483,1,21,10.48,0.9953,1,7
commit_000922,author_16,10.72,2024-11-24 04:00:00,24,1138,1115,9,"UART_Controller,GPIO_Controller,Register_File,Reset_Logic,Data_Path,Cache_L2,SPI_Interface,Cache_L1,Interconnect",0.3106,1,28,11.61,1.0,1,6
commit_000923,author_24,8.24,2024-01-07 18:00:00,1,1740,1238,13,"Memory_Controller,Register_File,AHB_Controller,Interconnect,Reset_Logic,Cache_L1,ALU,Control_Unit,SPI_Interface,Clock_Domain,UART_Controller,I2C_Interface,GPIO_Controller",0.3733,1,48,14.23,1.0,1,1
commit_000924,author_13,0.0,2024-05-15 01:00:00,30,2838,215,12,"ALU,Cache_L1,Cache_L2,Reset_Logic,Clock_Domain,Register_File,Interconnect,GPIO_Controller,Memory_Controller,Data_Path,AHB_Controller,I2C_Interface",0.3791,1,42,13.79,1.0,1,4
commit_000925,author_7,10.19,2024-01-15 07:00:00,31,2664,2556,1,Clock_Domain,0.5108,0,1,9.61,0.185,0,0
commit_000926,author_25,8.65,2024-03-16 18:00:00,25,4142,313,12,"Register_File,Cache_L2,ALU,Control_Unit,Clock_Domain,Reset_Logic,I2C_Interface,Cache_L1,GPIO_Controller,Data_Path,SPI_Interface,AHB_Controller",0.4712,1,33,14.71,1.0,1,6
commit_000927,author_9,9.79,2024-05-09 11:00:00,4,797,372,9,"Cache_L2,Interconnect,Data_Path,UART_Controller,Register_File,SPI_Interface,GPIO_Controller,Reset_Logic,AHB_Controller",0.1895,1,25,10.39,1.0,1,7
commit_000928,author_38,5.11,2024-05-09 02:00:00,46,456,122,2,"Clock_Domain,Interconnect",0.1036,1,4,6.04,0.4015,1,2
commit_000929,author_10,9.35,2024-08-11 16:00:00,15,393,1578,1,Cache_L2,0.2827,0,6,7.33,0.3937,1,5
commit_000930,author_18,6.23,2024-03-27 07:00:00,31,4541,1661,7,"Clock_Domain,Interconnect,I2C_Interface,Control_Unit,Cache_L2,Memory_Controller,UART_Controller",0.5537,1,29,13.04,1.0,1,6
commit_000931,author_40,3.14,2024-02-14 06:00:00,8,4423,2381,6,"Cache_L1,Interconnect,Data_Path,SPI_Interface,Clock_Domain,Register_File",0.5764,1,19,12.76,0.9851,1,6
commit_000932,author_30,0.0,2024-05-02 04:00:00,16,792,2948,15,"Register_File,UART_Controller,Reset_Logic,Interconnect,Control_Unit,SPI_Interface,I2C_Interface,ALU,Clock_Domain,Cache_L2,Data_Path,AHB_Controller,GPIO_Controller,Cache_L1,Memory_Controller",0.4279,1,63,15.78,1.0,1,1
commit_000933,author_16,9.93,2024-09-27 06:00:00,28,910,848,5,"Cache_L2,ALU,Data_Path,GPIO_Controller,I2C_Interface",0.2601,0,11,9.1,0.5066,1,6
commit_000934,author_24,11.84,2024-06-22 18:00:00,48,4527,130,4,"Interconnect,Memory_Controller,Cache_L1,Clock_Domain",0.4822,1,14,10.82,0.7073,1,4
commit_000935,author_34,3.8,2024-08-28 00:00:00,24,3993,1048,8,"Cache_L2,I2C_Interface,AHB_Controller,Control_Unit,Interconnect,Clock_Domain,Register_File,Data_Path",0.502,1,26,13.02,1.0,1,4
commit_000936,author_28,6.58,2024-10-06 04:00:00,29,3946,2173,6,"Register_File,GPIO_Controller,Control_Unit,Reset_Logic,ALU,Data_Path",0.5503,0,22,12.5,0.9446,1,2
commit_000937,author_29,7.45,2024-06-08 14:00:00,12,4271,783,13,"ALU,SPI_Interface,Memory_Controller,Register_File,GPIO_Controller,Reset_Logic,Interconnect,Clock_Domain,Data_Path,Cache_L1,Control_Unit,AHB_Controller,Cache_L2",0.5027,1,42,15.53,1.0,1,3
commit_000938,author_3,0.46,2024-05-16 17:00:00,28,2429,1098,4,"Register_File,Cache_L2,SPI_Interface,Reset_Logic",0.4136,0,14,10.14,0.682,1,5
commit_000939,author_48,4.1,2024-07-06 08:00:00,36,1630,724,7,"Cache_L2,UART_Controller,I2C_Interface,Cache_L1,Interconnect,ALU,AHB_Controller",0.3201,1,21,10.7,0.8948,1,2
commit_000940,author_19,16.1,2024-08-24 15:00:00,9,4468,2085,11,"GPIO_Controller,Data_Path,Clock_Domain,I2C_Interface,SPI_Interface,AHB_Controller,Control_Unit,Cache_L1,Reset_Logic,Cache_L2,Memory_Controller",0.5672,1,35,15.17,1.0,1,3
commit_000941,author_48,11.28,2024-05-23 06:00:00,5,1565,1636,7,"Control_Unit,Cache_L2,Interconnect,I2C_Interface,GPIO_Controller,Reset_Logic,UART_Controller",0.3903,1,17,11.4,0.8149,1,1
commit_000942,author_6,6.86,2024-08-01 17:00:00,34,4209,986,13,"Clock_Domain,Cache_L2,Data_Path,UART_Controller,GPIO_Controller,Reset_Logic,Control_Unit,Interconnect,SPI_Interface,ALU,AHB_Controller,Cache_L1,Register_File",0.5096,1,43,15.6,1.0,1,1
commit_000943,author_9,0.0,2024-07-27 14:00:00,32,1416,1504,2,"UART_Controller,AHB_Controller",0.3687,1,6,8.69,0.5087,1,4
commit_000944,author_43,14.2,2024-08-30 02:00:00,9,2540,2564,2,"Register_File,Cache_L2",0.5051,0,9,10.05,0.4168,0,0
commit_000945,author_44,9.01,2024-10-02 08:00:00,28,1984,2458,6,"GPIO_Controller,Reset_Logic,UART_Controller,Interconnect,ALU,Register_File",0.4705,1,20,11.7,0.9645,1,5
commit_000946,author_37,12.6,2024-01-22 23:00:00,5,4632,1128,15,"Reset_Logic,Cache_L1,Clock_Domain,Register_File,I2C_Interface,SPI_Interface,Data_Path,Interconnect,Memory_Controller,Cache_L2,AHB_Controller,UART_Controller,ALU,Control_Unit,GPIO_Controller",0.5353,1,43,16.85,1.0,1,4
commit_000947,author_29,6.05,2024-07-26 23:00:00,29,1900,489,13,"Memory_Controller,Cache_L1,Reset_Logic,SPI_Interface,Interconnect,Clock_Domain,AHB_Controller,Control_Unit,UART_Controller,GPIO_Controller,Register_File,Data_Path,ALU",0.3233,1,48,13.73,1.0,1,2
commit_000948,author_15,11.52,2024-07-17 17:00:00,32,3747,2587,14,"SPI_Interface,Interconnect,Memory_Controller,Control_Unit,AHB_Controller,Register_File,Clock_Domain,Reset_Logic,GPIO_Controller,Cache_L1,Cache_L2,ALU,UART_Controller,I2C_Interface",0.5588,1,60,16.59,1.0,1,7
commit_000949,author_27,5.88,2024-11-22 11:00:00,35,3570,2729,12,"UART_Controller,Memory_Controller,Data_Path,Cache_L2,Cache_L1,Reset_Logic,ALU,GPIO_Controller,Control_Unit,Register_File,I2C_Interface,Clock_Domain",0.5575,1,43,15.57,1.0,1,7
commit_000950,author_20,14.15,2024-05-18 13:00:00,6,4983,672,4,"Interconnect,UART_Controller,SPI_Interface,Control_Unit",0.5307,1,7,11.31,0.5423,1,3
commit_000951,author_1,7.11,2024-04-07 09:00:00,42,2507,2263,13,"Control_Unit,Memory_Controller,Data_Path,I2C_Interface,Cache_L2,Interconnect,Register_File,Reset_Logic,SPI_Interface,GPIO_Controller,ALU,AHB_Controller,Cache_L1",0.4882,1,41,15.38,1.0,1,6
commit_000952,author_42,0.23,2024-11-07 12:00:00,40,2336,458,4,"Register_File,UART_Controller,Clock_Domain,ALU",0.3585,0,8,9.58,0.4606,1,4
commit_000953,author_12,8.35,2024-10-10 08:00:00,46,1054,1255,4,"Cache_L2,Cache_L1,I2C_Interface,UART_Controller",0.3159,0,17,9.16,0.6612,1,6
commit_000954,author_25,8.1,2024-05-05 05:00:00,9,1786,1867,15,"UART_Controller,I2C_Interface,Memory_Controller,Data_Path,AHB_Controller,Cache_L2,Cache_L1,ALU,Register_File,Control_Unit,Interconnect,SPI_Interface,Reset_Logic,Clock_Domain,GPIO_Controller",0.4222,1,44,15.72,1.0,1,1
commit_000955,author_49,6.59,2024-03-23 18:00:00,5,4812,512,8,"Register_File,Memory_Controller,GPIO_Controller,Clock_Domain,Interconnect,Reset_Logic,Data_Path,Control_Unit",0.5157,1,33,13.16,1.0,1,2
commit_000956,author_14,14.62,2024-12-11 11:00:00,21,3499,955,11,"AHB_Controller,Control_Unit,Reset_Logic,Memory_Controller,SPI_Interface,Clock_Domain,Data_Path,Register_File,I2C_Interface,Cache_L2,UART_Controller",0.4711,1,35,14.21,1.0,1,3
commit_000957,author_1,0.97,2024-06-20 01:00:00,3,1997,895,11,"Memory_Controller,UART_Controller,Cache_L1,Register_File,SPI_Interface,Control_Unit,I2C_Interface,Interconnect,AHB_Controller,Data_Path,ALU",0.3664,1,41,13.16,1.0,1,5
commit_000958,author_46,11.1,2024-10-25 19:00:00,36,113,595,8,"Cache_L1,Control_Unit,ALU,Reset_Logic,UART_Controller,AHB_Controller,Memory_Controller,SPI_Interface",0.124,1,29,9.24,1.0,1,4
commit_000959,author_35,11.38,2024-09-23 19:00:00,32,4266,1808,15,"Cache_L1,Memory_Controller,SPI_Interface,AHB_Controller,GPIO_Controller,ALU,Reset_Logic,Control_Unit,Interconnect,Clock_Domain,Register_File,UART_Controller,Data_Path,Cache_L2,I2C_Interface",0.5485,1,41,16.98,1.0,1,2
commit_000960,author_41,12.99,2024-12-22 22:00:00,50,781,2204,12,"SPI_Interface,Reset_Logic,UART_Controller,Clock_Domain,Memory_Controller,Data_Path,ALU,Control_Unit,AHB_Controller,Interconnect,I2C_Interface,Register_File",0.3738,1,39,13.74,1.0,1,7
commit_000961,author_50,9.15,2024-05-17 17:00:00,47,2705,2060,1,Reset_Logic,0.488,0,1,9.38,0.1979,0,0
commit_000962,author_16,6.77,2024-05-16 12:00:00,22,2919,2921,3,"Memory_Controller,AHB_Controller,Data_Path",0.5387,1,10,10.89,0.6651,1,3
commit_000963,author_1,5.1,2024-08-18 03:00:00,40,2344,2134,2,"Clock_Domain,Cache_L2",0.4725,0,5,9.72,0.3771,0,0
commit_000964,author_5,13.65,2024-05-30 13:00:00,47,2486,1772,11,"Reset_Logic,Memory_Controller,GPIO_Controller,SPI_Interface,Cache_L1,UART_Controller,AHB_Controller,Data_Path,ALU,Interconnect,I2C_Interface",0.4599,1,31,14.1,1.0,1,4
commit_000965,author_41,7.56,2024-05-09 09:00:00,29,4085,1411,14,"I2C_Interface,Cache_L2,Interconnect,Data_Path,UART_Controller,Memory_Controller,Clock_Domain,GPIO_Controller,AHB_Controller,Cache_L1,Register_File,Reset_Logic,SPI_Interface,Control_Unit",0.5236,1,48,16.24,1.0,1,4
commit_000966,author_1,13.01,2024-09-22 16:00:00,4,4630,1755,9,"Cache_L2,Control_Unit,Reset_Logic,Memory_Controller,SPI_Interface,ALU,Register_File,AHB_Controller,Clock_Domain",0.5608,1,39,14.11,1.0,1,2
commit_000967,author_27,4.16,2024-07-24 20:00:00,12,4533,1259,3,"GPIO_Controller,I2C_Interface,Control_Unit",0.5367,0,7,10.87,0.4481,0,0
commit_000968,author_7,12.93,2024-04-27 01:00:00,18,1841,355,11,"ALU,Memory_Controller,I2C_Interface,Register_File,SPI_Interface,Data_Path,Cache_L1,UART_Controller,Clock_Domain,Control_Unit,Interconnect",0.3052,1,33,12.55,1.0,1,2
commit_000969,author_43,6.16,2024-11-25 03:00:00,6,2087,150,4,"Memory_Controller,Register_File,AHB_Controller,I2C_Interface",0.3091,1,14,9.09,0.7932,0,0
commit_000970,author_29,9.36,2024-09-18 00:00:00,6,566,512,3,"Interconnect,SPI_Interface,UART_Controller",0.1774,1,13,7.27,0.6599,1,4
commit_000971,author_38,4.36,2024-01-10 01:00:00,45,4758,796,6,"Cache_L2,AHB_Controller,I2C_Interface,Memory_Controller,ALU,Reset_Logic",0.5262,1,20,12.26,1.0,1,3
commit_000972,author_49,1.57,2024-06-15 06:00:00,4,4746,132,8,"I2C_Interface,Memory_Controller,AHB_Controller,Cache_L1,Register_File,Control_Unit,ALU,Cache_L2",0.4938,1,28,12.94,1.0,1,3
commit_000973,author_14,6.38,2024-01-26 21:00:00,20,4659,2475,7,"Cache_L2,UART_Controller,I2C_Interface,Control_Unit,Register_File,Cache_L1,ALU",0.5879,0,19,13.38,0.6974,1,3
commit_000974,author_49,2.89,2024-01-28 00:00:00,32,2062,618,2,"Interconnect,GPIO_Controller",0.349,1,9,8.49,0.6027,0,0
commit_000975,author_42,7.12,2024-07-15 22:00:00,6,4358,562,11,"GPIO_Controller,AHB_Controller,Cache_L2,UART_Controller,Register_File,SPI_Interface,Reset_Logic,Interconnect,ALU,Clock_Domain,Memory_Controller",0.496,1,37,14.46,1.0,1,5
commit_000976,author_45,14.83,2024-05-31 20:00:00,34,4206,2700,7,"I2C_Interface,Clock_Domain,Data_Path,Interconnect,Register_File,Cache_L1,Control_Unit",0.58,1,21,13.3,0.9708,1,1
commit_000977,author_5,7.67,2024-12-01 15:00:00,38,3206,1571,8,"Memory_Controller,Cache_L2,AHB_Controller,SPI_Interface,Cache_L1,Clock_Domain,UART_Controller,Reset_Logic",0.4886,1,28,12.89,1.0,1,5
commit_000978,author_36,5.39,2024-05-19 12:00:00,26,469,1217,11,"Cache_L2,Interconnect,Memory_Controller,Data_Path,Control_Unit,ALU,Cache_L1,Reset_Logic,GPIO_Controller,SPI_Interface,UART_Controller",0.2522,1,38,12.02,1.0,1,2
commit_000979,author_20,12.03,2024-07-13 19:00:00,4,757,876,11,"I2C_Interface,Control_Unit,SPI_Interface,Cache_L2,ALU,Clock_Domain,Memory_Controller,Register_File,UART_Controller,Data_Path,Interconnect",0.2462,1,42,11.96,1.0,1,4
commit_000980,author_28,7.46,2024-12-10 22:00:00,27,1845,2872,5,"I2C_Interface,UART_Controller,Data_Path,Cache_L1,Control_Unit",0.4854,0,9,11.35,0.5183,1,5
commit_000981,author_25,6.35,2024-10-18 18:00:00,10,4353,2150,12,"Clock_Domain,Memory_Controller,GPIO_Controller,ALU,I2C_Interface,Interconnect,Cache_L1,SPI_Interface,Control_Unit,Cache_L2,Register_File,Data_Path",0.5653,1,43,15.65,1.0,1,7
commit_000982,author_25,7.96,2024-11-24 06:00:00,25,2646,2823,5,"Memory_Controller,Register_File,Cache_L1,UART_Controller,Control_Unit",0.5224,1,25,11.72,1.0,1,3
commit_000983,author_13,14.12,2024-01-03 20:00:00,15,2694,230,7,"AHB_Controller,Clock_Domain,Interconnect,UART_Controller,Register_File,Control_Unit,Data_Path",0.369,1,28,11.19,1.0,1,1
